,character,line,movie,year,words,Adam McKay,Anna Boden,Art Marcum,Ashley Edward Miller,Chris McKenna,Christopher Ford,Christopher Markus,Christopher Yost,Craig Kyle,Don Payne,Drew Pearce,Edgar Wright,Eric Pearson,Erik Sommers,Geneva Robertson-Dworet,Hawk Ostby,James Gunn,Joe Cornish,Joe Robert Cole,John Francis Daley,Jon Watts,Jonathan Goldstein,Joss Whedon,Justin Theroux,Mark Fergus,Matt Holloway,Paul Rudd,Ryan Coogler,Ryan Fleck,Shane Black,Stephen McFeely,Zack Stentz
15062,TONY STARK,Cross between ear-nose-and-throat and rabbit-from-hat.,Avengers: Endgame,2019,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15063,BRUCE BANNER,Had a nice place in the Village.,Avengers: Endgame,2019,7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15064,TONY STARK,Yeah.  Sullivan Street.,Avengers: Endgame,2019,4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15065,BRUCE BANNER,Bleecker.,Avengers: Endgame,2019,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15066,TONY STARK,Sullivan and Bleecker.  They’re cross streets.,Avengers: Endgame,2019,7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15067,NATASHA ROMANOFF,"Wait, he lived in New York?  Guys, pick the right year and there were three stones in New York. ",Avengers: Endgame,2019,21,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15068,BRUCE BANNER,Shut the front door...,Avengers: Endgame,2019,4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15069,STEVE ROGERS,"Okay, we have a plan.  Six stones, three teams, one shot. Five years ago, we lost.  All of us.  We lost friends.  We lost family. We lost a part of ourselves. But today we have a chance to take it all back. You have your teams and you have assignments.  Get your stone, and get back here.  One round trip each.  No mistakes.  No do-overs. Most of us are going back to places we know.  That doesn’t mean we know what to expect.  Be careful.  Look out for each other.  Improvise, if you have to. This is the fight of our lives. And we’re going to win. Whatever it takes.",Avengers: Endgame,2019,122,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15071,TONY STARK,"All right, you heard the man. Stroke those keys, Jolly Green.",Avengers: Endgame,2019,11,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15072,BRUCE BANNER,Tracking beacons engaged.,Avengers: Endgame,2019,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15076,NATASHA ROMANOFF,See you in a minute.,Avengers: Endgame,2019,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15077,BRUCE BANNER,"Actually, it’ll be closer to seven or eight microseconds, give or-",Avengers: Endgame,2019,11,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15078,TONY STARK,"Okay, Park Avenue’s that way. Let’s huddle up.  Suits off.",Avengers: Endgame,2019,11,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15079,STEVE ROGERS,"We’ve all got our assignments.  Two stones uptown, one stone down. Stay low, keep an eye on time- And Bruce?  Maybe smash a few things along the way.  For appearances.",Avengers: Endgame,2019,33,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15080,BRUCE BANNER,"All right, but I have to say, it seems gratuitous. Grrr...grrr... ",Avengers: Endgame,2019,12,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15082,BRUCE BANNER,Hulk...does what...Hulk want?,Avengers: Endgame,2019,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15084,BRUCE BANNER,I’m looking for Dr. Strange.,Avengers: Endgame,2019,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15086,BRUCE BANNER,"Well, that, actually. ",Avengers: Endgame,2019,4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15088,BRUCE BANNER,I’m seriously sorry but...I wasn’t asking.,Avengers: Endgame,2019,6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15090,BRUCE BANNER,"You’re right, I don’t.  But I need that stone, and I don’t have a lot of time to debate it- No, no, no-",Avengers: Endgame,2019,24,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15096,THOR,That’s Jane.,Avengers: Endgame,2019,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15098,THOR,"Um, I’ll be right back.  The wine cellar is just down here.  My father used to have this barrel of Aakonian ale.  Felt like getting hit in the face with a poleaxe. I’ll see if the scullery has a couple of to-go cups-",Avengers: Endgame,2019,46,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15101,THOR,My mother.  She dies today.,Avengers: Endgame,2019,6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15103,THOR,I can’t do this.  This is a bad idea.  I can’t do this...,Avengers: Endgame,2019,15,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15105,THOR,I guess not.,Avengers: Endgame,2019,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15107,THOR,Thank you.  I can do this.,Avengers: Endgame,2019,7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15109,THOR,I can do this...I can do this... I can’t do this...,Avengers: Endgame,2019,11,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15111,JAMES RHODES,"That’s it, right on that line, Blue.  Keep dropping it.",Avengers: Endgame,2019,11,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15113,NATASHA ROMANOFF,"Yeah, come on, chop chop, we’re on the clock, here. ",Avengers: Endgame,2019,11,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15114,JAMES RHODES,All that?  Really helpful!,Avengers: Endgame,2019,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15115,NATASHA ROMANOFF,Take care of yourself.,Avengers: Endgame,2019,4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15116,JAMES RHODES,Get that stone and come back.  No messing around.  You guys watch each other’s six.,Avengers: Endgame,2019,17,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15118,NATASHA ROMANOFF,What?,Avengers: Endgame,2019,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15120,NATASHA ROMANOFF,Further every second.,Avengers: Endgame,2019,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15121,JAMES RHODES,"So, all we have to do is hang out, wait for this Quill guy, and follow him to the Power Stone, right? ",Avengers: Endgame,2019,23,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15123,JAMES RHODES,"Hey, who are you talking about right now?  Who else is looking for the stones? ",Avengers: Endgame,2019,17,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15125,JAMES RHODES,You?  Where are you?,Avengers: Endgame,2019,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15145,JAMES RHODES,"So, all we have to do is hang out, wait for this Quill guy, and follow him to the Power Stone, right? ",Avengers: Endgame,2019,23,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15151,LOKI,If it’s all the same to you...I’ll have that drink now.,Avengers: Endgame,2019,11,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15152,TONY STARK,"Cap, I’ve got to say that outfit does nothing for your ass. ",Avengers: Endgame,2019,13,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15153,STEVE ROGERS,"No one asked you to look, Tony. ",Avengers: Endgame,2019,8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15157,TONY STARK,"Ball’s in play.  Head’s up, Cap. Mind Stone’s on the move.",Avengers: Endgame,2019,12,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15158,STEVE ROGERS,I’m in position.,Avengers: Endgame,2019,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15163,TONY STARK,"SHIELD.  Actually, Hydra.  But we didn’t know that yet. ",Avengers: Endgame,2019,12,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15165,TONY STARK,You’re small but you’re talking loud.,Avengers: Endgame,2019,6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15170,TONY STARK,"All right, you’re up, Little Buddy. There’s our stone.",Avengers: Endgame,2019,9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15173,TONY STARK,"Okay, Cap, I make ten of them, just passing the 80th floor. ",Avengers: Endgame,2019,13,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15174,STEVE ROGERS,Got it.  Head to the lobby.,Avengers: Endgame,2019,7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15175,TONY STARK,Already on my way.,Avengers: Endgame,2019,4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15177,STEVE ROGERS,Change of plans.,Avengers: Endgame,2019,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15179,STEVE ROGERS,Rumlow. I got a call from the Secretary’s office.  I’m going to be running point on the scepter.,Avengers: Endgame,2019,19,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15181,STEVE ROGERS,We’ve had word there might be an attempt to steal it.,Avengers: Endgame,2019,11,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15184,STEVE ROGERS,No.  Trust me.  It’s okay... Hail Hydra.,Avengers: Endgame,2019,9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15186,TONY STARK,"Okay, Thumbelina, you’re a go.",Avengers: Endgame,2019,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15188,TONY STARK,"Yeah, I had a can in the desk for emergencies.  Can we focus, please? ",Avengers: Endgame,2019,16,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15198,TONY STARK,"Move it, Stuart Little.  Things are getting dicey out here",Avengers: Endgame,2019,11,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15200,TONY STARK,You’re only giving me a minor cardiac dysrhythmia-,Avengers: Endgame,2019,8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15202,TONY STARK,Window’s closing.  Pull my plug.,Avengers: Endgame,2019,6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15206,TONY STARK,Meet me in the alley.  I’m just gonna grab a slice at Famous Ray’s-,Avengers: Endgame,2019,15,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15210,STEVE ROGERS,Tony?  What’s going on?  Tell me you got that cube-,Avengers: Endgame,2019,12,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15212,STEVE ROGERS,"Oh, great. ",Avengers: Endgame,2019,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15214,STEVE ROGERS,I’m not Loki.  And I don’t want to hurt you.,Avengers: Endgame,2019,11,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15216,STEVE ROGERS,Forgot about that one.,Avengers: Endgame,2019,4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15218,STEVE ROGERS,"Yeah, I know...",Avengers: Endgame,2019,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15220,STEVE ROGERS,PX.  Camp Lehigh.  1943.,Avengers: Endgame,2019,6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15222,STEVE ROGERS,That is America’s ass.,Avengers: Endgame,2019,4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15224,BRUCE BANNER,"Yeah, with all due respect, I’m not sure the science supports that. ",Avengers: Endgame,2019,13,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15226,BRUCE BANNER,"Lady, I just want to borrow your necklace- ",Avengers: Endgame,2019,9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15228,BRUCE BANNER,"No.  But it can erase it. Because once we’re done with the stones, we can return each one to its own timeline.  At the moment it was taken.  So chronologically, in that reality, the stone never left. ",Avengers: Endgame,2019,41,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15230,BRUCE BANNER,We will.  I will.  I promise.,Avengers: Endgame,2019,8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15232,BRUCE BANNER,Yeah?  Then why the hell did Strange give it away? ,Avengers: Endgame,2019,12,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15234,BRUCE BANNER,Strange gave Thanos the Time Stone.,Avengers: Endgame,2019,6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15236,BRUCE BANNER,Don’t know.  Maybe he made a mistake.,Avengers: Endgame,2019,8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15238,BRUCE BANNER,Then he must have had a reason.,Avengers: Endgame,2019,7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15240,BRUCE BANNER,Thank you.,Avengers: Endgame,2019,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15251,BRUCE BANNER,-the Stones have been in a lot of places throughout history.,Avengers: Endgame,2019,11,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15252,TONY STARK,Our history.  Not all of them are going to be a fun drop-in.,Avengers: Endgame,2019,14,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15254,STEVE ROGERS,Exactly.  Let’s start here-,Avengers: Endgame,2019,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15261,THOR,Mother!  What?  Nothing.  Hello.,Avengers: Endgame,2019,7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15263,THOR,I always wear this.  It’s one of my favorites.,Avengers: Endgame,2019,10,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15265,THOR,"Oh, that.  You remember the...Battle of Harokin.  I took a...broadsword to the face?",Avengers: Endgame,2019,15,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15267,THOR,"Yes, I am- ",Avengers: Endgame,2019,4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15269,THOR,I didn’t say I was from the future...,Avengers: Endgame,2019,8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15271,THOR,I’m totally from the future.,Avengers: Endgame,2019,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15273,THOR,I need to talk to you.,Avengers: Endgame,2019,6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15275,THOR,...and then it was done.  His head over there.  Body over there.  And me in the middle.  Just an idiot with an axe.,Avengers: Endgame,2019,27,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15277,THOR,"Yeah, I guess. ",Avengers: Endgame,2019,4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15279,THOR,That’s a little harsh-,Avengers: Endgame,2019,4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15281,THOR,"Okay, maybe just stop talking. ",Avengers: Endgame,2019,6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15283,THOR,"I’m not supposed to be like everyone else, though. ",Avengers: Endgame,2019,10,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15285,THOR,"I’ve really missed you, Mum. ",Avengers: Endgame,2019,6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15287,THOR,"Mum, I have to tell you something- ",Avengers: Endgame,2019,8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15289,THOR,But your future-,Avengers: Endgame,2019,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15292,THOR,I wish we had more time-,Avengers: Endgame,2019,6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15295,THOR,No.  Wait. ,Avengers: Endgame,2019,4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15298,THOR,"Still worthy. Goodbye, Mum. ",Avengers: Endgame,2019,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15300,JAMES RHODES,"So, he’s an idiot. ",Avengers: Endgame,2019,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15303,JAMES RHODES,Sorry about that.  I know you guys were teammates and everything.,Avengers: Endgame,2019,12,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15305,JAMES RHODES,What is that?,Avengers: Endgame,2019,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15307,JAMES RHODES,"Hang on.  This would be about the time the spikes come out, you know, with the skeletons still on them? ",Avengers: Endgame,2019,22,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15309,JAMES RHODES,"I’m just saying, when you break into a place called, “The Temple of the Power Stone”, there are usually... Traps and stuff. Okay, don’t say I didn’t warn you. These are photovoltaic lasers on a constantly shifting matrix.  Gonna be damn near impossible to neutralize unless we-",Avengers: Endgame,2019,48,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15311,JAMES RHODES,"Yeah, me either.  I guess we do the best with what we’ve got, huh?  Let’s get out of here.  Place gives me the creeps.  Sync up.  Three... two...one...",Avengers: Endgame,2019,33,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15313,BRUCE BANNER,You murdered trillions.,Avengers: Endgame,2019,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15315,NATASHA ROMANOFF,Where are the stones?,Avengers: Endgame,2019,4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15317,BRUCE BANNER,You used them two days ago!,Avengers: Endgame,2019,6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15325,JAMES RHODES,He’s lying.,Avengers: Endgame,2019,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15332,TONY STARK,We’ve got a problem.,Avengers: Endgame,2019,4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15333,STEVE ROGERS,How could you lose it?,Avengers: Endgame,2019,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15334,TONY STARK,What do you want?  I got hit in the head with a Hulk!,Avengers: Endgame,2019,14,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15336,TONY STARK,You’re not helping-,Avengers: Endgame,2019,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15338,TONY STARK,"Okay, okay, Loki’s from Asgard, he’s comfortable there.  Knows the restaurants.  It’s a safe bet he visits home.  If we can just grab This-Thor and explain the situation, he and I can fly- ",Avengers: Endgame,2019,37,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15339,STEVE ROGERS,Loki could be anywhere in the universe.  We’d be old men before we found him. What other options did we have on the Tesseract?,Avengers: Endgame,2019,25,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15341,STEVE ROGERS,"But if we don’t try, nobody else comes home, either. ",Avengers: Endgame,2019,11,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15342,TONY STARK,"I got it!  There’s another way to re-take the Tesseract, and acquire new particles. Military installation, Garden State.",Avengers: Endgame,2019,19,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15343,STEVE ROGERS,When were they both there?,Avengers: Endgame,2019,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15344,TONY STARK,I have a vaguely exact idea.,Avengers: Endgame,2019,6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15345,STEVE ROGERS,How vague?,Avengers: Endgame,2019,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15347,TONY STARK,"I know they were there, and I know how I know. ",Avengers: Endgame,2019,12,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15348,STEVE ROGERS,Looks like we’re improvising.,Avengers: Endgame,2019,4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15350,STEVE ROGERS,"Scott, take this back to the Compound. ",Avengers: Endgame,2019,8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15351,TONY STARK,"All right, suits on.  Try these coordinates. 04-07-19-70... ",Avengers: Endgame,2019,10,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15353,TONY STARK,You trust me?,Avengers: Endgame,2019,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
