,character,line,movie,year,words,Christopher Markus,Stephen McFeely,Joss Whedon,Eric Pearson,Craig Kyle,Christopher Yost,Mark Fergus,Hawk Ostby,Art Marcum,Matt Holloway,James Gunn
763,STEVE ROGERS,Stand by.  Charlie...,Captain America: The Winter Soldier,2014.0,4,True,True,False,False,False,False,False,False,False,False,False
764,CHARLIE WEAPONS TECH,We've reached three thousand feet. Sat link coming online now.,Captain America: The Winter Soldier,2014.0,10,True,True,False,False,False,False,False,False,False,False,False
765,CHARLIE XO,Deploy algorithm.,Captain America: The Winter Soldier,2014.0,2,True,True,False,False,False,False,False,False,False,False,False
766,CHARLIE WEAPONS TECH,Algorithm deployed.,Captain America: The Winter Soldier,2014.0,2,True,True,False,False,False,False,False,False,False,False,False
767,ALEXANDER PIERCE,We are go to targets.,Captain America: The Winter Soldier,2014.0,5,True,True,False,False,False,False,False,False,False,False,False
768,CHARLIE WEAPONS TECH,Target saturation reached. All targets assigned.,Captain America: The Winter Soldier,2014.0,6,True,True,False,False,False,False,False,False,False,False,False
769,CHARLIE XO,Fire when ready.,Captain America: The Winter Soldier,2014.0,3,True,True,False,False,False,False,False,False,False,False,False
770,CHARLIE WEAPONS TECH,"Firing in, three, two, one.",Captain America: The Winter Soldier,2014.0,5,True,True,False,False,False,False,False,False,False,False,False
771,STEVE ROGERS,Charlie locked.,Captain America: The Winter Soldier,2014.0,2,True,True,False,False,False,False,False,False,False,False,False
772,CHARLIE XO,Where are the targets? Where are the targets?,Captain America: The Winter Soldier,2014.0,8,True,True,False,False,False,False,False,False,False,False,False
773,MARIA HILL,"Okay, Cap, get out of there.",Captain America: The Winter Soldier,2014.0,6,True,True,False,False,False,False,False,False,False,False,False
774,STEVE ROGERS,Fire now.,Captain America: The Winter Soldier,2014.0,2,True,True,False,False,False,False,False,False,False,False,False
775,MARIA HILL,"But, Steve...",Captain America: The Winter Soldier,2014.0,2,True,True,False,False,False,False,False,False,False,False,False
776,STEVE ROGERS,Do it! Do it now!,Captain America: The Winter Soldier,2014.0,5,True,True,False,False,False,False,False,False,False,False,False
777,ALEXANDER PIERCE,What a waste.,Captain America: The Winter Soldier,2014.0,3,True,True,False,False,False,False,False,False,False,False,False
778,NATASHA ROMANOFF,Are you still on the fence about Rogers' chances?,Captain America: The Winter Soldier,2014.0,9,True,True,False,False,False,False,False,False,False,False,False
779,ALEXANDER PIERCE,"Time to go, Councilwoman. This way, come on. You're gonna fly me out of here.",Captain America: The Winter Soldier,2014.0,15,True,True,False,False,False,False,False,False,False,False,False
780,NICK FURY,"You know, there was a time I would have taken a bullet for you.",Captain America: The Winter Soldier,2014.0,14,True,True,False,False,False,False,False,False,False,False,False
781,ALEXANDER PIERCE,You already did. You will again when it's useful.,Captain America: The Winter Soldier,2014.0,9,True,True,False,False,False,False,False,False,False,False,False
782,NICK FURY,"Romanoff! Natasha! Natasha, come on!",Captain America: The Winter Soldier,2014.0,5,True,True,False,False,False,False,False,False,False,False,False
783,NATASHA ROMANOFF,Ow. Those really do sting.,Captain America: The Winter Soldier,2014.0,5,True,True,False,False,False,False,False,False,False,False,False
784,ALEXANDER PIERCE,Hail HYDRA.,Captain America: The Winter Soldier,2014.0,2,True,True,False,False,False,False,False,False,False,False,False
785,BROCK RUMLOW,"You're out of your depth, kid.",Captain America: The Winter Soldier,2014.0,6,True,True,False,False,False,False,False,False,False,False,False
786,SAM WILSON,"Please, tell me you got that chopper in the air!",Captain America: The Winter Soldier,2014.0,10,True,True,False,False,False,False,False,False,False,False,False
787,NATASHA ROMANOFF,"Sam, where are you?",Captain America: The Winter Soldier,2014.0,4,True,True,False,False,False,False,False,False,False,False,False
788,SAM WILSON,"41st floor, north-west corner!",Captain America: The Winter Soldier,2014.0,4,True,True,False,False,False,False,False,False,False,False,False
789,NATASHA ROMANOFF,"We're on it, stay where you are.  Not an option!",Captain America: The Winter Soldier,2014.0,11,True,True,False,False,False,False,False,False,False,False,False
790,SAM WILSON,41st floor! 41st!,Captain America: The Winter Soldier,2014.0,3,True,True,False,False,False,False,False,False,False,False,False
791,NICK FURY,It's not like they put the floor numbers on the outside of the building!,Captain America: The Winter Soldier,2014.0,14,True,True,False,False,False,False,False,False,False,False,False
792,NATASHA ROMANOFF,"Hill, where's Steve? You got a location on Rogers?",Captain America: The Winter Soldier,2014.0,9,True,True,False,False,False,False,False,False,False,False,False
793,STEVE ROGERS,You know me.,Captain America: The Winter Soldier,2014.0,3,True,True,False,False,False,False,False,False,False,False,False
794,BUCKY BARNES,"No, I don't!",Captain America: The Winter Soldier,2014.0,3,True,True,False,False,False,False,False,False,False,False,False
795,STEVE ROGERS,"Bucky, you've known me your whole life.  Your name is James Buchanan Barnes.",Captain America: The Winter Soldier,2014.0,14,True,True,False,False,False,False,False,False,False,False,False
796,BUCKY BARNES,Shut up!,Captain America: The Winter Soldier,2014.0,2,True,True,False,False,False,False,False,False,False,False,False
797,STEVE ROGERS,I'm not gonna fight you. You're my friend.,Captain America: The Winter Soldier,2014.0,8,True,True,False,False,False,False,False,False,False,False,False
798,BUCKY BARNES,You're my mission.  You're my mission!,Captain America: The Winter Soldier,2014.0,7,True,True,False,False,False,False,False,False,False,False,False
799,STEVE ROGERS,Then finish it.  Cause I'm with you to the end of the line.,Captain America: The Winter Soldier,2014.0,14,True,True,False,False,False,False,False,False,False,False,False
800,STEVE ROGERS,On your left.,Captain America: The Winter Soldier,2014.0,3,True,True,False,False,False,False,False,False,False,False,False
801,BAILIFF,Do you solemnly swear to tell the truth the whole truth and nothing but the truth?,Captain America: The Winter Soldier,2014.0,16,True,True,False,False,False,False,False,False,False,False,False
802,NATASHA ROMANOFF,I do.,Captain America: The Winter Soldier,2014.0,2,True,True,False,False,False,False,False,False,False,False,False
803,COMMITTEE GENERAL,Why haven't we yet heard from Captain Rogers?,Captain America: The Winter Soldier,2014.0,8,True,True,False,False,False,False,False,False,False,False,False
804,NATASHA ROMANOFF,I don't know what there is left left for him to say. I think the wreck in the middle of the Potomac made his point fairly eloquently.,Captain America: The Winter Soldier,2014.0,27,True,True,False,False,False,False,False,False,False,False,False
805,COMMITTEE GENERAL,"Well, he could explain how this country's expected to maintain its national security now that he and you have laid waste to our intelligence apparatus.",Captain America: The Winter Soldier,2014.0,25,True,True,False,False,False,False,False,False,False,False,False
806,NATASHA ROMANOFF,"HYDRA was selling you lies, not intelligence.",Captain America: The Winter Soldier,2014.0,7,True,True,False,False,False,False,False,False,False,False,False
807,COMMITTEE GENERAL,Many of which you seem to have had a personal hand in telling.,Captain America: The Winter Soldier,2014.0,13,True,True,False,False,False,False,False,False,False,False,False
808,SCUDDER,"Agent, you should know that there are some on this committee who feel, given your service record, both for this country and against it, that you belong in a penitentiary, not mouthing off on Capitol Hill.",Captain America: The Winter Soldier,2014.0,36,True,True,False,False,False,False,False,False,False,False,False
809,NATASHA ROMANOFF,You're not gonna put me in a prison. You're not gonna put any of us in a prison. You know why?,Captain America: The Winter Soldier,2014.0,21,True,True,False,False,False,False,False,False,False,False,False
810,SCUDDER,Do enlighten us.,Captain America: The Winter Soldier,2014.0,3,True,True,False,False,False,False,False,False,False,False,False
811,NATASHA ROMANOFF,"Because you need us. Yes, the world is a vulnerable place, and yes, we helped make it that way. But we're also the ones best qualified to defend it. So if you want to arrest me, arrest me. You'll know where to find me.",Captain America: The Winter Soldier,2014.0,44,True,True,False,False,False,False,False,False,False,False,False
812,NICK FURY,"So, you've experienced this sort of thing before?",Captain America: The Winter Soldier,2014.0,8,True,True,False,False,False,False,False,False,False,False,False
813,STEVE ROGERS,You get used to it.,Captain America: The Winter Soldier,2014.0,5,True,True,False,False,False,False,False,False,False,False,False
814,NICK FURY,"We've been data-mining HYDRA's files. Looks like a lot of rats didn't go down with the ship. I'm headed to Europe tonight, wanted to ask if you'd come.",Captain America: The Winter Soldier,2014.0,28,True,True,False,False,False,False,False,False,False,False,False
815,STEVE ROGERS,There's something I gotta do first.,Captain America: The Winter Soldier,2014.0,6,True,True,False,False,False,False,False,False,False,False,False
816,NICK FURY,"How about you, Wilson? Could use a man with your abilities.",Captain America: The Winter Soldier,2014.0,11,True,True,False,False,False,False,False,False,False,False,False
817,SAM WILSON,I'm more of a soldier than a spy.,Captain America: The Winter Soldier,2014.0,8,True,True,False,False,False,False,False,False,False,False,False
818,NICK FURY,"Alright then.  Anybody asks for me, tell them they can find me right here.",Captain America: The Winter Soldier,2014.0,15,True,True,False,False,False,False,False,False,False,False,False
819,NATASHA ROMANOFF,"You should be honored, that's about as close as he gets to saying thank you.",Captain America: The Winter Soldier,2014.0,15,True,True,False,False,False,False,False,False,False,False,False
820,STEVE ROGERS,Not going with him?,Captain America: The Winter Soldier,2014.0,4,True,True,False,False,False,False,False,False,False,False,False
821,NATASHA ROMANOFF,No.,Captain America: The Winter Soldier,2014.0,1,True,True,False,False,False,False,False,False,False,False,False
822,STEVE ROGERS,Not staying here?,Captain America: The Winter Soldier,2014.0,3,True,True,False,False,False,False,False,False,False,False,False
823,NATASHA ROMANOFF,"I blew all my covers, I gotta go figure out a new one.",Captain America: The Winter Soldier,2014.0,13,True,True,False,False,False,False,False,False,False,False,False
824,STEVE ROGERS,That might take a while.,Captain America: The Winter Soldier,2014.0,5,True,True,False,False,False,False,False,False,False,False,False
825,NATASHA ROMANOFF,"I'm counting on it. That thing you asked for, I called in a few favors from Kiev.  Will you do me a favor? Call that nurse.",Captain America: The Winter Soldier,2014.0,27,True,True,False,False,False,False,False,False,False,False,False
826,STEVE ROGERS,She's not a nurse.,Captain America: The Winter Soldier,2014.0,4,True,True,False,False,False,False,False,False,False,False,False
827,NATASHA ROMANOFF,And you're not a SHIELD agent.,Captain America: The Winter Soldier,2014.0,6,True,True,False,False,False,False,False,False,False,False,False
828,STEVE ROGERS,What was her name again?,Captain America: The Winter Soldier,2014.0,5,True,True,False,False,False,False,False,False,False,False,False
829,NATASHA ROMANOFF,"Sharon. She's nice.  Be careful, Steve. You might not want to pull on that thread.",Captain America: The Winter Soldier,2014.0,16,True,True,False,False,False,False,False,False,False,False,False
830,SAM WILSON,You're going after him?,Captain America: The Winter Soldier,2014.0,4,True,True,False,False,False,False,False,False,False,False,False
831,STEVE ROGERS,You don't have to come with me.,Captain America: The Winter Soldier,2014.0,7,True,True,False,False,False,False,False,False,False,False,False
832,SAM WILSON,I know. When do we start?,Captain America: The Winter Soldier,2014.0,6,True,True,False,False,False,False,False,False,False,False,False
833,DR. LIST,It's over. Fury has released everything to the public.,Captain America: The Winter Soldier,2014.0,9,True,True,False,False,False,False,False,False,False,False,False
834,BARON WOLFGANG VON STRUCKER,Everything he knows about.,Captain America: The Winter Soldier,2014.0,4,True,True,False,False,False,False,False,False,False,False,False
835,DR. LIST,"Herr Strucker, if they get word of our work here, if they find out we serve HYDRA...",Captain America: The Winter Soldier,2014.0,17,True,True,False,False,False,False,False,False,False,False,False
836,BARON WOLFGANG VON STRUCKER,"HYDRA, SHIELD, two sides of a coin that's no longer currency.  What we have is worth more than any of them ever knew. We've only scratched the surface and already...  There are other facilities doing HYDRA's good work around the world. We'll feed them to Captain America and his colorful friends. Keep them off our scent.",Captain America: The Winter Soldier,2014.0,58,True,True,False,False,False,False,False,False,False,False,False
837,DR. LIST,What about the volunteers?,Captain America: The Winter Soldier,2014.0,4,True,True,False,False,False,False,False,False,False,False,False
838,BARON WOLFGANG VON STRUCKER,The dead will be buried so deep their own ghosts won't be able to find them.,Captain America: The Winter Soldier,2014.0,16,True,True,False,False,False,False,False,False,False,False,False
839,DR. LIST,And the survivors?,Captain America: The Winter Soldier,2014.0,3,True,True,False,False,False,False,False,False,False,False,False
840,BARON WOLFGANG VON STRUCKER,"The twins.  Sooner or later they will meet the twins. It's not a world of spies anymore, not even a world of heroes. This is the age of miracles, doctor. There's nothing more horrifying than a miracle.",Captain America: The Winter Soldier,2014.0,38,True,True,False,False,False,False,False,False,False,False,False
0,VASILY KARPOV,"Longing. Rusted. Seventeen. Daybreak. Furnace. Nine. Benign. Homecoming. One. Freight car. Good morning, Soldier.",Captain America: Civil War,2016.0,14,True,True,False,False,False,False,False,False,False,False,False
1,BUCKY BARNES,Ready to comply.,Captain America: Civil War,2016.0,3,True,True,False,False,False,False,False,False,False,False,False
2,VASILY KARPOV,I have a mission for you. Sanction and extract. No witnesses.,Captain America: Civil War,2016.0,11,True,True,False,False,False,False,False,False,False,False,False
3,VASILY KARPOV,"Well done, Soldier.",Captain America: Civil War,2016.0,3,True,True,False,False,False,False,False,False,False,False,False
4,STEVE ROGERS,"All right, what do you see?",Captain America: Civil War,2016.0,6,True,True,False,False,False,False,False,False,False,False,False
5,WANDA MAXIMOFF,Standard beat cops. Small station. Quiet street. It’s a good target.,Captain America: Civil War,2016.0,11,True,True,False,False,False,False,False,False,False,False,False
6,STEVE ROGERS,"There’s an ATM in the south corner, which means . . .",Captain America: Civil War,2016.0,12,True,True,False,False,False,False,False,False,False,False,False
7,WANDA MAXIMOFF,Cameras.,Captain America: Civil War,2016.0,1,True,True,False,False,False,False,False,False,False,False,False
8,STEVE ROGERS,Both cross streets are one way.,Captain America: Civil War,2016.0,6,True,True,False,False,False,False,False,False,False,False,False
9,WANDA MAXIMOFF,"So, compromised escape routes.",Captain America: Civil War,2016.0,4,True,True,False,False,False,False,False,False,False,False,False
10,STEVE ROGERS,"Means our guy doesn't care about being seen, he isn't afraid to make a mess on the way out. You see that Range Rover halfway up the block?",Captain America: Civil War,2016.0,28,True,True,False,False,False,False,False,False,False,False,False
11,WANDA MAXIMOFF,"Yeah, the red one? It’s cute.",Captain America: Civil War,2016.0,6,True,True,False,False,False,False,False,False,False,False,False
12,NATASHA ROMANOFF,"It's also bulletproof, which means private security, which means more guns, which means more headaches for somebody. Probably us.",Captain America: Civil War,2016.0,19,True,True,False,False,False,False,False,False,False,False,False
13,WANDA MAXIMOFF,"You guys know I can move things with my mind, right?",Captain America: Civil War,2016.0,11,True,True,False,False,False,False,False,False,False,False,False
14,NATASHA ROMANOFF,Looking over your shoulder needs to become second nature.,Captain America: Civil War,2016.0,9,True,True,False,False,False,False,False,False,False,False,False
15,SAM WILSON,Anybody ever tell you you're a little paranoid?,Captain America: Civil War,2016.0,8,True,True,False,False,False,False,False,False,False,False,False
16,NATASHA ROMANOFF,Not to my face. Why? Did you hear something?,Captain America: Civil War,2016.0,9,True,True,False,False,False,False,False,False,False,False,False
17,STEVE ROGERS,"Eyes on target, folks. This is the best lead we've had on Rumlow in six months. I don't want to lose him.",Captain America: Civil War,2016.0,22,True,True,False,False,False,False,False,False,False,False,False
18,SAM WILSON,If he sees us coming that won't be a problem. He kind of hates us.,Captain America: Civil War,2016.0,15,True,True,False,False,False,False,False,False,False,False,False
19,STEVE ROGERS,"Sam, see that garbage truck? Tag it.",Captain America: Civil War,2016.0,7,True,True,False,False,False,False,False,False,False,False,False
20,SAM WILSON,Give me X-ray.,Captain America: Civil War,2016.0,3,True,True,False,False,False,False,False,False,False,False,False
21,SAM WILSON,That truck’s loaded for max weight. And the driver’s armed.,Captain America: Civil War,2016.0,10,True,True,False,False,False,False,False,False,False,False,False
22,NATASHA ROMANOFF,It’s a battering ram.,Captain America: Civil War,2016.0,4,True,True,False,False,False,False,False,False,False,False,False
23,STEVE ROGERS,Go now.,Captain America: Civil War,2016.0,2,True,True,False,False,False,False,False,False,False,False,False
24,WANDA MAXIMOFF,What?,Captain America: Civil War,2016.0,1,True,True,False,False,False,False,False,False,False,False,False
25,STEVE ROGERS,He’s not hitting the police.,Captain America: Civil War,2016.0,5,True,True,False,False,False,False,False,False,False,False,False
26,STEVE ROGERS,"Body armor, AR-15's. I make seven hostiles.",Captain America: Civil War,2016.0,7,True,True,False,False,False,False,False,False,False,False,False
27,SAM WILSON,I make 5.,Captain America: Civil War,2016.0,3,True,True,False,False,False,False,False,False,False,False,False
28,WANDA MAXIMOFF,Sam.,Captain America: Civil War,2016.0,1,True,True,False,False,False,False,False,False,False,False,False
29,SAM WILSON,Four.,Captain America: Civil War,2016.0,1,True,True,False,False,False,False,False,False,False,False,False
30,SAM WILSON,Rumlow’s on the third floor.,Captain America: Civil War,2016.0,5,True,True,False,False,False,False,False,False,False,False,False
31,STEVE ROGERS,"Wanda, just like we practiced.",Captain America: Civil War,2016.0,5,True,True,False,False,False,False,False,False,False,False,False
32,WANDA MAXIMOFF,What about the gas?,Captain America: Civil War,2016.0,4,True,True,False,False,False,False,False,False,False,False,False
33,STEVE ROGERS,Get it out.,Captain America: Civil War,2016.0,3,True,True,False,False,False,False,False,False,False,False,False
34,BROCK RUMLOW,Pack it up.,Captain America: Civil War,2016.0,3,True,True,False,False,False,False,False,False,False,False,False
35,BROCK RUMLOW,He’s here.,Captain America: Civil War,2016.0,2,True,True,False,False,False,False,False,False,False,False,False
36,STEVE ROGERS,Rumlow has a biological weapon.,Captain America: Civil War,2016.0,5,True,True,False,False,False,False,False,False,False,False,False
37,NATASHA ROMANOFF,I’m on it.,Captain America: Civil War,2016.0,3,True,True,False,False,False,False,False,False,False,False,False
38,BROCK RUMLOW,I don't work like that no more.,Captain America: Civil War,2016.0,7,True,True,False,False,False,False,False,False,False,False,False
39,BROCK RUMLOW,Fire in the hole.,Captain America: Civil War,2016.0,4,True,True,False,False,False,False,False,False,False,False,False
40,MERCENARY,No!,Captain America: Civil War,2016.0,1,True,True,False,False,False,False,False,False,False,False,False
41,STEVE ROGERS,Sam. He's in an AFV heading north.,Captain America: Civil War,2016.0,7,True,True,False,False,False,False,False,False,False,False,False
42,BROCK RUMLOW,Take this to the airstrip. We're not gonna outrun them. Lose the truck.,Captain America: Civil War,2016.0,13,True,True,False,False,False,False,False,False,False,False,False
43,MERCENARY #1,Where are you going to meet us?,Captain America: Civil War,2016.0,7,True,True,False,False,False,False,False,False,False,False,False
44,BROCK RUMLOW,I’m not.,Captain America: Civil War,2016.0,2,True,True,False,False,False,False,False,False,False,False,False
45,SAM WILSON,"I got four, they're splitting up.",Captain America: Civil War,2016.0,6,True,True,False,False,False,False,False,False,False,False,False
46,NATASHA ROMANOFF,I got the two on the left.,Captain America: Civil War,2016.0,7,True,True,False,False,False,False,False,False,False,False,False
47,STEVE ROGERS,They ditched their gear. It's a shell game now. One of them has the payload.,Captain America: Civil War,2016.0,15,True,True,False,False,False,False,False,False,False,False,False
48,BROCK RUMLOW,"There you are, you son of a bitch. I’ve been waiting for this!",Captain America: Civil War,2016.0,13,True,True,False,False,False,False,False,False,False,False,False
49,SAM WILSON,He doesn't have it. I’m empty.,Captain America: Civil War,2016.0,6,True,True,False,False,False,False,False,False,False,False,False
50,NATASHA ROMANOFF,Out of the way!,Captain America: Civil War,2016.0,4,True,True,False,False,False,False,False,False,False,False,False
51,MERCENARY #1,Drop it. Or I’ll drop this. Drop it!,Captain America: Civil War,2016.0,8,True,True,False,False,False,False,False,False,False,False,False
52,MERCENARY #2,He'll do it!,Captain America: Civil War,2016.0,3,True,True,False,False,False,False,False,False,False,False,False
53,NATASHA ROMANOFF,"Payload secure. Thanks, Sam.",Captain America: Civil War,2016.0,4,True,True,False,False,False,False,False,False,False,False,False
54,SAM WILSON,Don't thank me.,Captain America: Civil War,2016.0,3,True,True,False,False,False,False,False,False,False,False,False
55,NATASHA ROMANOFF,I’m… not thanking that thing.,Captain America: Civil War,2016.0,5,True,True,False,False,False,False,False,False,False,False,False
56,SAM WILSON,His name is Redwing.,Captain America: Civil War,2016.0,4,True,True,False,False,False,False,False,False,False,False,False
57,NATASHA ROMANOFF,I'm still not thanking it.,Captain America: Civil War,2016.0,5,True,True,False,False,False,False,False,False,False,False,False
58,SAM WILSON,"He's cute. Go ahead, pet him.",Captain America: Civil War,2016.0,6,True,True,False,False,False,False,False,False,False,False,False
59,BROCK RUMLOW,Come on!,Captain America: Civil War,2016.0,2,True,True,False,False,False,False,False,False,False,False,False
60,BROCK RUMLOW,This is for dropping a building on my face.,Captain America: Civil War,2016.0,9,True,True,False,False,False,False,False,False,False,False,False
61,BROCK RUMLOW,"I think I look pretty good, all things considered.",Captain America: Civil War,2016.0,9,True,True,False,False,False,False,False,False,False,False,False
62,STEVE ROGERS,Who's your buyer?,Captain America: Civil War,2016.0,3,True,True,False,False,False,False,False,False,False,False,False
63,BROCK RUMLOW,"You know, he knew you. You pal, your buddy, your Bucky.",Captain America: Civil War,2016.0,11,True,True,False,False,False,False,False,False,False,False,False
64,STEVE ROGERS,What did you say?,Captain America: Civil War,2016.0,4,True,True,False,False,False,False,False,False,False,False,False
65,BROCK RUMLOW,"He remembered you. I was there. He got all weepy about it. Till they put his brain back in a blender. He wanted you to know something. He said to me, ""Please tell Rogers. When you gotta go, you gotta go."" And you're coming with me.",Captain America: Civil War,2016.0,46,True,True,False,False,False,False,False,False,False,False,False
66,STEVE ROGERS,Oh my . . .  Sam . . . We need . . . Fire and Rescue . . . on the south side of the building. We gotta get up there.,Captain America: Civil War,2016.0,33,True,True,False,False,False,False,False,False,False,False,False
67,MARIA STARK,"Try to remember the kind of September. When grass was green . . .  Wake up, dear, and say goodbye to your father.",Captain America: Civil War,2016.0,24,True,True,False,False,False,False,False,False,False,False,False
68,HOWARD STARK,Who's the homeless person on the couch?,Captain America: Civil War,2016.0,7,True,True,False,False,False,False,False,False,False,False,False
69,YOUNG TONY STARK,This is why I love coming home for Christmas . . . right before you leave town.,Captain America: Civil War,2016.0,17,True,True,False,False,False,False,False,False,False,False,False
70,MARIA STARK,"Be nice, dear, he's been studying abroad.",Captain America: Civil War,2016.0,7,True,True,False,False,False,False,False,False,False,False,False
71,HOWARD STARK,"Really, which broad? What's her name?",Captain America: Civil War,2016.0,6,True,True,False,False,False,False,False,False,False,False,False
72,YOUNG TONY STARK,Candice.,Captain America: Civil War,2016.0,1,True,True,False,False,False,False,False,False,False,False,False
73,HOWARD STARK,Do me a favor? Try not to burn the house down before Monday.,Captain America: Civil War,2016.0,13,True,True,False,False,False,False,False,False,False,False,False
74,YOUNG TONY STARK,"Okay, so it's Monday. That is good to know. I will plan my toga party accordingly. Where you going?",Captain America: Civil War,2016.0,19,True,True,False,False,False,False,False,False,False,False,False
75,MARIA STARK,You father's flying us to the Bahamas for a little getaway.,Captain America: Civil War,2016.0,11,True,True,False,False,False,False,False,False,False,False,False
76,HOWARD STARK,We might have to make a quick stop.,Captain America: Civil War,2016.0,8,True,True,False,False,False,False,False,False,False,False,False
77,YOUNG TONY STARK,"At the Pentagon. Right? Don't worry, you're gonna love the holiday menu at the commissary.",Captain America: Civil War,2016.0,15,True,True,False,False,False,False,False,False,False,False,False
78,HOWARD STARK,"You know, they say sarcasm is a metric for potential. If that's true, you'll be a great man some day. I'll get the bags.",Captain America: Civil War,2016.0,24,True,True,False,False,False,False,False,False,False,False,False
79,MARIA STARK,"He does miss you when you are not here. And frankly, you're going to miss us. Because this is the last time we're all going to be together. You know what's about to happen. Say something. If you don't, you'll regret it.",Captain America: Civil War,2016.0,42,True,True,False,False,False,False,False,False,False,False,False
80,YOUNG TONY STARK,"I love you, Dad. And I know you did the best you could.",Captain America: Civil War,2016.0,13,True,True,False,False,False,False,False,False,False,False,False
81,TONY STARK,"That's how I wished it happened. Binarily Augmented Retro-Framing, or BARF. God, I gotta work on that acronym. An extremely costly method of hijacking the hippocampus to . . . clear traumatic memories. Huh.",Captain America: Civil War,2016.0,34,True,True,False,False,False,False,False,False,False,False,False
82,TONY STARK,"It doesn't change the fact that they never made it to the airport . . . or all the things I did to avoid processing my grief, but . . .  Plus, 611 million dollars for my little therapeutic experiment? No one in the right mind would've ever funded it.",Captain America: Civil War,2016.0,51,True,True,False,False,False,False,False,False,False,False,False
83,TONY STARK,"Help me out, what's the MIT mission statement? ""To generate, disseminate . . . and preserve knowledge. And work with others . . . to bring it to bear on the world's great challenges."" Well, you are the others. And, quiet as it's kept . . . the challenges facing you are the greatest mankind's ever known. Plus, most of you are broke.",Captain America: Civil War,2016.0,63,True,True,False,False,False,False,False,False,False,False,False
84,TONY STARK,"Oh, I'm sorry. Rather, you were. As of this moment . . . every student has been made an equal recipient of the Inaugural September Foundation Grant. As in . . . all of your projects have just been approved and funded.",Captain America: Civil War,2016.0,42,True,True,False,False,False,False,False,False,False,False,False
85,TONY STARK,"No strings, no taxes… just re-frame the future! Starting now.",Captain America: Civil War,2016.0,10,True,True,False,False,False,False,False,False,False,False,False
86,TONY STARK,Go break some eggs.,Captain America: Civil War,2016.0,4,True,True,False,False,False,False,False,False,False,False,False
87,MIT TEACHER,"Wow. Wow. That uh . . . that took my breathe away. Oh, Tony! So generous. So much money! Wow! Out of curiosity . . . will any portion of that grant be made available to faculty? I know, ""Ooh, gross,"" but hear me out. I have got this killer idea for a self-cooking hot dog. Basically, chemical detonator embedded . . .",Captain America: Civil War,2016.0,63,True,True,False,False,False,False,False,False,False,False,False
88,TONY STARK,"Restroom's this way, yeah?",Captain America: Civil War,2016.0,4,True,True,False,False,False,False,False,False,False,False,False
89,MIT TEACHER,Yeah. Embedded in the meat shaft.,Captain America: Civil War,2016.0,6,True,True,False,False,False,False,False,False,False,False,False
90,STARK'S ASSISTANT,"Mr. Stark, I am so sorry about the teleprompter. I didn't know Miss Potts had cancelled. They didn't have time to fix it.",Captain America: Civil War,2016.0,23,True,True,False,False,False,False,False,False,False,False,False
91,TONY STARK,It's . . . fine. I'll be right back.,Captain America: Civil War,2016.0,9,True,True,False,False,False,False,False,False,False,False,False
92,MIT TEACHER,We'll catch up later.,Captain America: Civil War,2016.0,4,True,True,False,False,False,False,False,False,False,False,False
93,MRS. SPENCER,"That was nice, what you did for those young people.",Captain America: Civil War,2016.0,10,True,True,False,False,False,False,False,False,False,False,False
94,TONY STARK,"Ah, they deserve it. Plus, it helps ease my conscience.",Captain America: Civil War,2016.0,10,True,True,False,False,False,False,False,False,False,False,False
95,MRS. SPENCER,They say there's a correlation between generosity and guilt. But if you've got the money . . . break as many eggs as you like. Right?,Captain America: Civil War,2016.0,26,True,True,False,False,False,False,False,False,False,False,False
96,TONY STARK,Are you going up?,Captain America: Civil War,2016.0,4,True,True,False,False,False,False,False,False,False,False,False
97,MRS. SPENCER,I'm right where I want to be.,Captain America: Civil War,2016.0,7,True,True,False,False,False,False,False,False,False,False,False
98,TONY STARK,"Okay, okay. Hey! Sorry, it's an occupational hazard.",Captain America: Civil War,2016.0,8,True,True,False,False,False,False,False,False,False,False,False
99,MRS. SPENCER,I work for the State Department. Human Resources. I know it's boring . . . but it enabled me to raise a son. I'm very proud of what he grew up to be.,Captain America: Civil War,2016.0,33,True,True,False,False,False,False,False,False,False,False,False
100,MRS. SPENCER,His name was Charlie Spencer. You murdered him. In Sokovia. Not that it matters in the least to you. You think you fight for us. You just fight for yourself.,Captain America: Civil War,2016.0,30,True,True,False,False,False,False,False,False,False,False,False
101,MRS. SPENCER,"Who's going to avenge my son, Stark? He's dead . . . and I blame you.",Captain America: Civil War,2016.0,16,True,True,False,False,False,False,False,False,False,False,False
102,NEWS ANCHOR #1,"11 Wakandans were among those killed during a confrontation between the Avengers and a group of mercenaries in Lagos, Nigeria, last month. The traditionally reclusive Wakandans were on an outreach mission in Lagos when the attack occurred.",Captain America: Civil War,2016.0,37,True,True,False,False,False,False,False,False,False,False,False
103,T'CHAKA,"Our people's blood is spilled on foreign soil. Not only because of the actions of criminals, but by the indifference of those pledged to stop them. Victory at the expense of the innocent, is no victory at all.",Captain America: Civil War,2016.0,38,True,True,False,False,False,False,False,False,False,False,False
104,NEWS ANCHOR #1,The Wakanda king went on to . . .,Captain America: Civil War,2016.0,9,True,True,False,False,False,False,False,False,False,False,False
105,NEWS ANCHOR #2,"They are operating outside and above the international law. Because that's the reality, if we don't respond to acts like these.",Captain America: Civil War,2016.0,21,True,True,False,False,False,False,False,False,False,False,False
